Visit ID,Visit Date,Patient ID,Diagnosis Category,Diagnosis Sub Category,Treatment Category,Treatment Sub Category,New Patient,Consulting Physician,Patient Name,Patient Gender,Patient Age Range,Patient Blood Type,Patient Insurance Number,Patient Phone,Patient Address,Patient Occupation,Patient Emergency Contact
VZH192958,2018-01-20,PUT274664,Mental,Eating Disorder,Diagnostic/Physician Evaluation,Out-Of-Network Referral,False,Dr. Michelle Lamb,Heather Nash,Male,10-20,O+,Private,016400666742,"Segebahngasse 712
99221 Bersenbrück","Designer, ceramics/pottery","Margaret Martinez, 015456306598."
VUX947121,2018-01-20,PGS561776,Pediatrics,Developmental Delays/ Ortho,Rehabilitation Services - Outpatient,Physical Therapy,False,Dr. Shelly Hunt,Travis Black,Male,0-10,O+,D201325683,015237687361,"Jolanthe-Söding-Allee 9/3
90282 Schweinfurt",Advice worker,"Tyler Wise, 016614251527."
VZI225633,2018-01-20,PSY954838,Orthopedic/ Musculoskeletal,Vertebral Disc Problem,Pain Management,Epidural Injection,False,Dr. Michelle Lamb,Wayne Clark,Female,51-64,AB-,Private,017963139537,"Beatrix-Geisel-Ring 8/7
80867 Pinneberg","Production designer, theatre/television/film","Ernest Smith, 016236623641."
VMV609723,2018-01-20,PLO621245,Cardiac/Circulatory,,Cardio Vascular,,False,Dr. James Barber,Marcus Griffin,Female,51-64,AB+,J153376845,017695031444,"Ernst-Dieter-Schacht-Straße 0
81511 Flöha","Therapist, drama","Lisa Ritter, 016467295197."
VCC593896,2018-01-20,PSZ733987,Prevention/Good Health,,"Diagnostic Imaging, Screening and Testing",MRI,False,Dr. Michelle Lamb,Melinda Simmons,Female,51-64,A+,L865928608,017229117371,"Jäntschring 057
04831 Lüdinghausen",Animal nutritionist,"Wendy Myers, 016226149922."
VSP365934,2018-01-20,PYC796240,Cardiac/Circulatory,Cardiac/Heart problem,General Surgery,Circumcision,False,Dr. Michelle Lamb,Nichole Smith,Male,0-10,A-,G111369491,015685858229,"Anna-Maria-Ruppert-Gasse 1/8
07658 Illertissen",Drilling engineer,"Anthony Foster, 016804501792."
VCC640853,2018-01-20,PYB126584,Post Surgical Complication,Neurological Deficit,Pharmacy/Prescription Drugs,,False,Dr. James Barber,Miss Paige Gay DDS,Male,51-64,B-,Y464415351,016924673868,"Martin-Martin-Allee 4
56744 Eichstätt",Print production planner,"Donald Morrison, 016857404660."
VDC114535,2018-01-21,PRM547974,Mental,Bipolar Disorder,Mental Health Treatment,Partial Hospitalization,False,Dr. Eddie Young,Emily Jones,Female,10-20,B-,H458683495,016621076270,"Harm-Zahn-Allee 0/3
33608 Hoyerswerda",Tourism officer,"Chris Cochran, 016817998653."
VMN061251,2018-01-21,PKG644382,Not Applicable,,Acute Medical Services - Outpatient,Emergency Room,True,Dr. Shelly Hunt,Kayla Jones,Female,10-20,A-,M109672772,017246966901,"Sybilla-Köhler-Straße 5
84971 Holzminden",Photographer,"Donna Henderson, 015378760071."
VOI653851,2018-01-21,PHH643208,Cancer,,"Diagnostic Imaging, Screening and Testing",MRI,False,Dr. Michelle Lamb,Christopher Jackson,Female,51-64,A-,E162612558,015422773288,"Mohammed-Benthin-Gasse 776
13761 Erkelenz",Printmaker,"Melissa Terrell, 017712227673."
VWD366944,2018-01-21,PFL723956,Infectious,Lyme Disease,Pharmacy/Prescription Drugs,Antibiotics,False,Dr. Alexandria Gaines,Stephanie Sexton,Female,10-20,AB+,P388042412,016497102615,"Birte-Kallert-Gasse 93
61507 Meiningen",Commissioning editor,"Emily Wright, 016976062540."
VWX606535,2018-01-21,PBY308729,"Ears, Nose, Throat",Throat Infection,Acute Medical Services - Outpatient,Emergency Room,False,Dr. Alexandria Gaines,Heidi Bruce,Male,41-50,O+,W329096005,015637539416,"Viola-Fröhlich-Weg 833
33180 Pfaffenhofen an der Ilm",Risk manager,"Frank Daniels, 015400459201."
VQQ793633,2018-01-21,PLA779577,Infectious,Hepatitis,Pharmacy/Prescription Drugs,Anti-virals,False,Dr. Shelly Hunt,Jeff Farmer,Male,21-30,O+,M972197001,015423828627,"Eckard-Stey-Gasse 7/7
05865 Koblenz","Chemist, analytical","Joyce Nunez, 016787911960."
VSE015578,2018-01-21,PMY913912,Central Nervous System/ Neuromuscular,Migraine,Pharmacy/Prescription Drugs,Botox Injection,False,Dr. Shelly Hunt,Kathryn Smith,Female,21-30,B+,K711689250,016588206989,"Austermühlering 72
13852 Steinfurt",Building surveyor,"Sarah Hopkins, 017837397287."
VBA764002,2018-01-21,PEA888154,Orthopedic/ Musculoskeletal,Back Pain,Electrical/ Thermal/ Radiofreq. Interventions,Radiofrequency Ablation,False,Dr. Eddie Young,Bryan Rasmussen,Male,51-64,A+,V279457036,015837362675,"Zofia-Geisel-Gasse 0/2
83457 Eisenberg",Operations geologist,"Eric Lawson, 017569174876."
VMG362304,2018-01-21,PGL185711,Morbid Obesity,Hypertension,General Surgery,,False,Dr. Eddie Young,Jason Miller,Male,21-30,A+,I708882015,015370178444,"Friedhelm-Roskoth-Weg 15
28109 Hainichen",Dentist,"Bobby Collier, 016557584481."
VZT546949,2018-01-21,PLQ560546,Cancer,Lung Cancer,"Diagnostic Imaging, Screening and Testing",PET Scan,True,Dr. Michelle Lamb,Haley Baldwin,Female,51-64,A+,G331616146,015183037476,"Grein Grothgasse 12
56708 Soltau","Administrator, charities/voluntary organisations","Tiffany Brooks, 016407028227."
VKW162645,2018-01-21,PUV625289,Digestive System/ Gastrointestinal,Crohn's Disease,Pharmacy/Prescription Drugs,Non-FDA Approved Use,False,Dr. Alexandria Gaines,Max Herrera,Male,51-64,B+,Private,017404241616,"Franco-Butte-Platz 8/6
78430 Hohenstein-Ernstthal",Multimedia programmer,"Raymond Turner, 015317690032."
VUH166721,2018-01-21,PAP653542,Endocrine/ Metabolic,Cystic Fibrosis,Durable Medical Equipment,ABI Vest,False,Dr. Eddie Young,Wendy Diaz,Other,0-10,O-,Private,016682426892,"Herrmannweg 7/9
38652 Riesa",Charity fundraiser,"Justin Davis, 017487857399."
VRK477946,2018-01-21,PAA804222,Cardiac/Circulatory,Stroke/ CVA,Acute Medical Services - Outpatient,Physical Therapy,False,Dr. Alexandria Gaines,Kathy Fernandez,Female,51-64,A-,X111799656,016123592593,"Beckerring 10
47115 Döbeln",Geophysical data processor,"Joshua Krueger, 017827248678."
VYU561569,2018-01-21,PDO332321,Mental,Depression,Mental Health Treatment,Acute Psychiatric Facility Discharge,False,Dr. Shelly Hunt,Sandra Dodson,Female,10-20,AB+,N563961128,017730015282,"Waldtraut-Weiß-Allee 59
54681 Oschatz",Child psychotherapist,"James Allen, 016169952627."
VBS481133,2018-01-21,PJH670242,Prevention/Good Health,,"Diagnostic Imaging, Screening and Testing",Lab Work,False,Dr. Alexandria Gaines,Angelica Vincent,Female,41-50,A+,U701591846,015806473384,"Sibylle-Holsten-Weg 7/9
08592 Aachen",Warden/ranger,"Joseph Boyd, 017854063772."
VKB772918,2018-01-21,PQM346430,Immunologic,Fibromyalgia,Pharmacy/Prescription Drugs,Anti-inflammatories,False,Dr. James Barber,Erin Lucas,Female,51-64,A-,R281168975,016595389837,"Weihmannstr. 2/2
86240 Illertissen",Physiotherapist,"Rachel Moreno, 016251549009."
VLE681324,2018-01-21,PCQ523305,Digestive System/ Gastrointestinal,GERDs/ Reflux Disorders,General Surgery,Gastric Bypass,False,Dr. Michelle Lamb,Alexander Ho,Male,31-40,A-,C371750779,017516923987,"Daria-Hofmann-Ring 140
15978 Sonneberg","Development worker, international aid","Richard Jackson, 015276520385."
VZC090214,2018-01-21,PEX664610,Central Nervous System/ Neuromuscular,Multiple Sclerosis,Durable Medical Equipment,Walker,False,Dr. Eddie Young,Michael Turner,Female,51-64,AB-,P450471936,017387012587,"Petros-Flantz-Straße 3
02156 Wolfach","Restaurant manager, fast food","Natalie Bowman, 016750140064."
VEP330012,2018-01-21,PQN414686,Mental,Depression,Mental Health Treatment,Individual Counseling,False,Dr. Alexandria Gaines,Kenneth Adams,Male,31-40,B-,U261731975,016126246438,"Frankestr. 6/2
07331 Lübben",Claims inspector/assessor,"Ms. Kylie Lambert, 015549824865."
VVU418129,2018-01-21,PDM913691,Orthopedic/ Musculoskeletal,Osteoporosis,Pharmacy/Prescription Drugs,Arthritis Medications,True,Dr. Alexandria Gaines,Marissa Lane,Male,51-64,B+,Private,015920342770,"Kira-Barkholz-Ring 17
36934 Meppen",Public relations officer,"Jamie Watson, 016376829111."
VXV978795,2018-01-22,PGO430585,Cancer,Breast Cancer,"Diagnostic Imaging, Screening and Testing",MRI,False,Dr. Alexandria Gaines,George Peterson,Female,41-50,O+,M602699241,016697582549,"Eckhart-Gumprich-Allee 02
16225 Hildburghausen",Dance movement psychotherapist,"Brian Clark, 017101419960."
VRF417340,2018-01-22,PPP970176,OB-Gyn/ Pregnancy,,Reconstructive/Plastic Surgery,Breast Reduction,False,Dr. Eddie Young,Cheryl Parsons,Female,51-64,AB+,R237186052,017510217812,"Editha-Juncken-Weg 187
36393 Wetzlar",Site engineer,"Kristen Martin, 015279611082."
VCJ353279,2018-01-22,PTL930896,Orthopedic/ Musculoskeletal,,Durable Medical Equipment,,False,Dr. Michelle Lamb,Jennifer Robinson,Female,21-30,O-,X438059460,017149611559,"Ricardo-Löwer-Gasse 743
01665 Wolmirstedt",Hospital doctor,"Samantha Garcia, 015334412593."
VQF746328,2018-01-22,PTC987194,Cancer,Skin Cancer,"Diagnostic Imaging, Screening and Testing",Lab Work,False,Dr. Michelle Lamb,Jeffrey Logan,Male,51-64,O+,Private,017213393725,"Henschelstr. 01
07951 Lüdenscheid","Administrator, local government","Barbara Martin, 015354331401."
VSO879679,2018-01-22,PAP653542,Genitourinary/ Kidney,Erectile Dysfunction,Pharmacy/Prescription Drugs,Treatment for Impotence,False,Dr. Eddie Young,Wendy Diaz,Other,0-10,O-,Private,016682426892,"Herrmannweg 7/9
38652 Riesa",Charity fundraiser,"Justin Davis, 017487857399."
VWZ390060,2018-01-22,PKR562564,Pediatrics,Delayed Speech,,Speech Therapy,False,Dr. James Barber,Shawn Lee,Male,0-10,AB+,Y216617698,017627268517,"Schaafring 7
96806 Havelberg","Administrator, local government","Eric Spencer, 017745694973."
VEW869347,2018-01-22,PEV094556,"Ears, Nose, Throat",Hearing Problem,"Diagnostic Imaging, Screening and Testing",,False,Dr. Michelle Lamb,Luis Duffy,Male,10-20,AB+,U170834613,015784061740,"Scheibestr. 5
93102 Crailsheim",Licensed conveyancer,"Sheena Aguirre, 016115777777."
VCO334517,2018-01-22,PFO126191,Central Nervous System/ Neuromuscular,,Pharmacy/Prescription Drugs,Treatment for Migraine,False,Dr. Michelle Lamb,Dana Walker,Male,41-50,B+,Private,017632307989,"Helfried-Drubin-Ring 3/2
07000 Bremervörde",Sales executive,"Oscar Chandler, 015385134965."
VNM840139,2018-01-22,PZO153317,Orthopedic/ Musculoskeletal,,Pharmacy/Prescription Drugs,Arthritis Medications,False,Dr. Eddie Young,Melissa Howard,Female,51-64,AB+,W781967666,017640687794,"Irmela-Bolnbach-Allee 32
13625 Forst","Scientist, clinical (histocompatibility and immunogenetics)","Ashley Dixon, 016914396184."
VLQ842033,2018-01-22,PYN567951,Orthopedic/ Musculoskeletal,Osteoarthritis,"Diagnostic Imaging, Screening and Testing",Bone Density Scan,False,Dr. Alexandria Gaines,Michael Sims,Other,0-10,B-,Q757932934,015822630851,"Maximilian-Heinrich-Allee 6/2
09816 Plauen","Psychologist, clinical","Robert Garrett, 015040916644."
VMK497322,2018-01-22,PQI971068,Respiratory System,Bronchitis,Acute Medical Services - Outpatient,Emergency Room,False,Dr. James Barber,Nichole Coleman,Female,31-40,A-,Private,015067714176,"Junckenstr. 8
42537 Nordhausen",Catering manager,"Sheryl Montgomery, 016731250151."
VAR975304,2018-01-22,PLY923946,Morbid Obesity,,Reconstructive/Plastic Surgery,Panniculectomy,False,Dr. Michelle Lamb,John White,Female,51-64,AB-,Z466123098,015007758520,"Lorchstr. 087
98024 Bayreuth",Maintenance engineer,"Deanna Dickerson, 016976097126."
VIN684051,2018-01-22,PJR705418,Mental,Autism,Mental Health Treatment,Psychotherapy,False,Dr. Jerry Daniels,Colleen Casey,Other,0-10,AB-,E653906367,015629616984,"Dorle-Gieß-Straße 585
70951 Zeulenroda",Medical secretary,"Nicholas Crawford, 016316316725."
VZO718033,2018-01-22,PFO126191,Orthopedic/ Musculoskeletal,Vertebral Disc Problem,Orthopedic,,False,Dr. James Barber,Dana Walker,Male,41-50,B+,Private,017632307989,"Helfried-Drubin-Ring 3/2
07000 Bremervörde",Sales executive,"Oscar Chandler, 015385134965."
VYD967125,2018-01-22,PEL694756,OB-Gyn/ Pregnancy,Female Breast Disorder,Reconstructive/Plastic Surgery,Breast Reduction,False,Dr. Michelle Lamb,Sherri Franco,Other,0-10,O+,E826593018,016670929524,"Heringstr. 7/2
60394 Sternberg",Museum education officer,"Adrian Sanders, 017308035641."
VGC543930,2018-01-22,PHX472919,Blood Related,Anemia,"Diagnostic Imaging, Screening and Testing",Scoping Procedure,False,Dr. Eddie Young,April Greene,Female,51-64,O-,O838674442,015097459784,"Hörleallee 0
06664 Senftenberg",Sports administrator,"Jessica Lee, 016097089895."
VGD618207,2018-01-22,PQU654395,OB-Gyn/ Pregnancy,Fibroids,OB/GYN Procedures,Uterine Artery Embolization,False,Dr. Alexandria Gaines,Robert Horton,Other,0-10,O+,F934384436,017880040571,"Eckehard-Naser-Gasse 9/3
77200 Pfaffenhofen an der Ilm",Clinical molecular geneticist,"Amber Morton, 017983962871."
VOM090409,2018-01-23,PYM650401,Infectious,Lyme Disease,Pharmacy/Prescription Drugs,Antibiotics,True,Dr. Michelle Lamb,Kristin Jordan,Female,31-40,O-,Private,017332371946,"Horst-Peter-Gute-Straße 3
25428 Eggenfelden",Air traffic controller,"Karina Hill, 017679740539."
VNG838543,2018-01-23,PJA029090,Mental,,Mental Health Treatment,Residential Treatment Center - Admission,False,Dr. Jerry Daniels,Anna Brown,Female,10-20,O+,M957132864,015938686324,"Seifertgasse 17
97170 Fürstenfeldbruck","Conservator, furniture","Timothy Davis, 016362026494."
VAH094987,2018-01-23,PHI652705,Endocrine/ Metabolic,Diabetes,Durable Medical Equipment,Insulin Pump,False,Dr. Jerry Daniels,William Roth,Other,0-10,AB+,Private,017514461091,"Aloys-Davids-Ring 3
14696 Altötting",Clinical molecular geneticist,"Denise Huerta, 015055114618."
VFU883705,2018-01-23,PZN681033,Cancer,Throat/ Neck Cancer,Cancer Treatment,Radiation Oncology,False,Dr. Shelly Hunt,Molly Phillips,Male,41-50,A-,K940387280,017840890062,"Sergej-Kostolzin-Weg 018
55632 Saarbrücken","Research officer, trade union","Patrick Young, 015614508771."
VXW856488,2018-01-23,PWR814942,Morbid Obesity,Abdominal Pannus,General Surgery,Bariatric Surgery,False,Dr. Michelle Lamb,Terri White,Female,41-50,B+,P481747772,017927876761,"Herta-Jungfer-Ring 4/4
34142 Melle",Lobbyist,"Richard Thomas, 016850070019."
VDB074299,2018-01-23,PNX702290,Cardiac/Circulatory,Congestive Heart Failure - CHF,Durable Medical Equipment,Electric Wheelchair,False,Dr. Michelle Lamb,David Gray,Female,65+,O+,I975515126,015007205910,"Antonietta-Sager-Straße 9/9
02509 Ebermannstadt",Mudlogger,"Lindsey Bowman, 016751986801."
VHT588826,2018-01-23,PJL305622,Genitourinary/ Kidney,Chronic Kidney Failure,Pharmacy/Prescription Drugs,Antibiotics,False,Dr. Alexandria Gaines,Jennifer Henderson,Female,41-50,B-,P230528521,017100321044,"Klaus-Ulrich-Köhler-Ring 8/8
67162 Torgau",Health and safety inspector,"Emily Mason, 016823152748."
VDJ782668,2018-01-23,PBW094563,Orthopedic/ Musculoskeletal,,Pharmacy/Prescription Drugs,Botox Injection,False,Dr. Shelly Hunt,Benjamin Davis,Male,51-64,AB-,Q251101798,017146471233,"Leopoldine-Trubin-Weg 8
03080 Bützow",Ergonomist,"Nicholas West, 015631495160."
VRD285585,2018-01-23,PLL317229,Pediatrics,Delayed Speech,Rehabilitation Services - Outpatient,Speech Therapy,False,Dr. Eddie Young,Robin Jones,Male,0-10,O-,Private,017282467715,"Gerta-Christoph-Weg 5
60093 Gütersloh",Pension scheme manager,"Hunter Sparks, 015558930960."
VWC287020,2018-01-23,PZW249907,Mental,Depression - Severe,Mental Health Treatment,Individual Counseling,False,Dr. Alexandria Gaines,Aimee Cruz,Female,41-50,AB-,Y478877834,017812662112,"Priska-Schäfer-Allee 844
26790 Altentreptow","Engineer, aeronautical","David Johnson, 015457927924."
VHS299886,2018-01-23,PKD842443,Central Nervous System/ Neuromuscular,Migraine,Pharmacy/Prescription Drugs,Botox Injection,False,Dr. Shelly Hunt,Greg Oconnor,Female,51-64,AB+,R478964230,017243453385,"Hörleallee 462
30875 Einbeck",English as a foreign language teacher,"Thomas Cuevas, 015759431472."
VLY476611,2018-01-23,PXV555798,,,,,False,Dr. Michelle Lamb,Maria Mckinney,Female,31-40,O+,F332706002,015185477293,"Budigstraße 22
90957 Stade",Television floor manager,"David Costa, 016366624559."
VFG586915,2018-01-23,PZH842773,Orthopedic/ Musculoskeletal,Osteoporosis,"Diagnostic Imaging, Screening and Testing",Bone Density Scan,False,Dr. Alexandria Gaines,Noah Keller,Female,51-64,AB-,A402770220,017819944812,"Beierweg 4
76551 Gießen",Airline pilot,"Keith Lopez, 015007254651."
VWZ411017,2018-01-24,PES940799,Autism Spectrum,Autism-PDD-NOS,,Speech Therapy,False,Dr. Shelly Hunt,Jared Hoffman,Female,0-10,O+,L119867275,016693718207,"Schönlandplatz 093
95079 Kamenz","Surveyor, building control","Jason Miller, 016087895645."
VST104261,2018-01-24,PIK249028,Mental,Eating Disorder,Mental Health Treatment,Partial Hospitalization,False,Dr. Jerry Daniels,Alexis Castillo,Female,21-30,O-,D464257206,017331396115,"Romy-Warmer-Gasse 98
51192 Borna","Loss adjuster, chartered","Michael Ward, 017374266917."
VIT963821,2018-01-24,PZT892803,"Ears, Nose, Throat",Hearing Problem,Durable Medical Equipment,Hearing Aid,False,Dr. Jerry Daniels,Cole Nguyen,Male,51-64,O+,J195868840,017337017208,"Traude-Ziegert-Straße 48
78773 Artern",Health and safety adviser,"Zachary Ortiz, 015565325345."
VOA869981,2018-01-24,PWK269999,Orthopedic/ Musculoskeletal,Vertebral Disc Problem,Rehabilitation Services - Outpatient,,False,Dr. Eddie Young,Emily Moss,Male,31-40,AB+,A302887030,015302228061,"Holstenstraße 42
85044 Schwandorf",Meteorologist,"Lorraine Robles, 017717938683."
VQX039927,2018-01-24,POY777417,OB-Gyn/ Pregnancy,Female Breast Disorder,"Diagnostic Imaging, Screening and Testing",Mammography,False,Dr. Shelly Hunt,Jesse Cooper,Female,51-64,A-,Private,015612048047,"Kirstin-Sager-Straße 252
08783 Monschau",Lobbyist,"Sarah Greene, 016845686437."
VRV523849,2018-01-24,PVW115123,Cardiac/Circulatory,Hypertension,General Surgery,Bariatric Surgery,False,Dr. Jerry Daniels,Cynthia Sanders,Female,31-40,AB+,Private,017262188283,"Roskothstraße 2
02103 Eilenburg",Landscape architect,"Mary Dougherty, 016707610712."
VBR803955,2018-01-24,PNK256244,Mental,Autism,Rehabilitation Services - Outpatient,Physical Therapy,False,Dr. Alexandria Gaines,Jason Graves,Other,0-10,AB+,O920771433,015279945172,"Ullrichring 5/2
23748 Calau","Engineer, building services","Richard Phillips, 017274724197."
VLV302825,2018-01-24,PPH633570,Central Nervous System/ Neuromuscular,Multiple Sclerosis,Home Health Care,Injections/ Infusions,False,Dr. Michelle Lamb,Monica Rasmussen,Female,31-40,A-,N362433612,017842770137,"Keudelweg 5/0
51809 Hofgeismar",Television floor manager,"James Little, 015904708380."
VFI665253,2018-01-24,PUF919240,Morbid Obesity,Post Surgical Complication,General Surgery,,False,Dr. Alexandria Gaines,Kristi Jones,Female,21-30,A+,B100271744,015719526927,"Wibke-Hande-Gasse 002
27403 Rudolstadt",Animal technologist,"Tyler Zavala, 016041729155."
VCD615925,2018-01-24,PCV927785,Mental,Schizophrenia,Acute Medical Services - Inpatient,Admission,True,Dr. Alexandria Gaines,Daniel Martinez,Female,51-64,AB-,L482544655,016400436245,"Evangelia-Girschner-Straße 58
35825 Mainburg",Technical brewer,"Joseph Williams, 015432652392."
VAO955345,2018-01-24,PIQ474055,Digestive System/ Gastrointestinal,Crohn's Disease,"Diagnostic Imaging, Screening and Testing",Lab Work,False,Dr. Michelle Lamb,Laura Ferguson,Female,51-64,A-,G396207973,017785326541,"Lisbeth-Spieß-Allee 9/4
85602 Oranienburg","Optician, dispensing","Nathan Jackson, 016212984363."
VUZ951601,2018-01-24,PVB916027,Respiratory System,Sleep Apnea,Electrical/ Thermal/ Radiofreq. Interventions,Radiofrequency Ablation,False,Dr. Michelle Lamb,Cheryl Navarro,Female,41-50,B-,U512478679,017725869675,"Jesselstr. 7
97971 Grafenau",Microbiologist,"Christopher Myers, 016009471944."
VVH134025,2018-01-24,PZL861601,Mental,Depression - Severe,Mental Health Treatment,Behavioral Therapy,False,Dr. Alexandria Gaines,Donna Johnson,Female,10-20,O+,N299622881,017443388255,"Claus-Dieter-Kühnert-Platz 08
42406 Backnang",Amenity horticulturist,"Kayla Morales, 016369839923."
VWK332079,2018-01-24,PEE942685,Cancer,Pancreas Cancer,Cancer Treatment,Chemotherapy,False,Dr. James Barber,Wanda Morris,Male,51-64,A-,I468892644,017824011506,"Ruppersbergerstr. 981
44654 Ebern","Journalist, newspaper","Steven Thomas, 017580825839."
VTH980780,2018-01-24,PYL999390,Cardiac/Circulatory,Cardiomyopathy,Special Procedure,Organ Transplant,False,Dr. Eddie Young,Ronald Gomez,Male,51-64,AB+,Q834666593,015836457908,"Michelle-Lübs-Platz 06
74864 Ludwigsburg",Armed forces training and education officer,"Christian Cole, 016844969116."
